         20514661 function calls (20358712 primitive calls) in 4.648 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
       29    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:368(_make_selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:389(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:398(select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
       56    0.000    0.000    0.000    0.000 pathlib.py:412(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:43(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:434(__init__)
       29    0.000    0.000    0.000    0.000 pathlib.py:438(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       23    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       20    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
       12    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
       37    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
       40    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        8    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
       49    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
       39    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
       29    0.000    0.000    0.000    0.000 pathlib.py:710(name)
       28    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
        1    0.000    0.000    0.000    0.000 pathlib.py:755(with_name)
        8    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        8    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        9    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
       28    0.000    0.000    0.000    0.000 pathlib.py:966(_make_child_relpath)
        3    0.000    0.000    0.000    0.000 pathlib.py:995(home)
        1    0.000    0.000    0.001    0.001 periodic_structure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 periodic_structure.py:104(__init__)
        1    0.000    0.000    0.000    0.000 periodic_structure.py:118(<listcomp>)
   110000    0.030    0.000    0.243    0.000 periodic_structure.py:140(_get_rounded_coords)
   100000    0.043    0.000    0.264    0.000 periodic_structure.py:143(_coords_with_offset)
   100000    0.031    0.000    0.630    0.000 periodic_structure.py:146(_transformed_coords)
        1    0.000    0.000    0.000    0.000 periodic_structure.py:15(PeriodicStructure)
    10000    0.014    0.000    0.133    0.000 periodic_structure.py:151(add_site)
    90000    0.067    0.000    0.670    0.000 periodic_structure.py:188(site_at)
    90000    0.019    0.000    0.688    0.000 periodic_structure.py:209(id_at)
    90000    0.010    0.000    0.022    0.000 periodic_structure.py:229(get_site)
        4    0.000    0.000    0.000    0.000 periodic_structure.py:254(sites)
        1    0.025    0.025    0.165    0.165 periodic_structure.py:30(build_from)
        1    0.000    0.000    0.000    0.000 periodic_structure.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 phase_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phase_set.py:4(PhaseSet)
        1    0.000    0.000    0.000    0.000 phase_set.py:9(__init__)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.002    0.002 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:734(_Processor)
        1    0.000    0.000    0.000    0.000 platform.py:772(uname_result)
        1    0.000    0.000    0.007    0.007 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:140(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:188(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:241(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:258(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:281(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:310(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:402(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:449(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:498(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:548(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:699(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:748(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:804(PolarAxes)
        2    0.000    0.000    0.001    0.000 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:29(RankWarning)
        1    0.000    0.000    0.000    0.000 polynomial.py:449(_polyfit_dispatcher)
        1    0.000    0.000    0.000    0.000 polynomial.py:453(polyfit)
        1    0.000    0.000    0.000    0.000 polynomial.py:701(_polyval_dispatcher)
        1    0.000    0.000    0.000    0.000 polynomial.py:705(polyval)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        1    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       45    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
       17    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        4    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:392(realpath)
      3/2    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
      600    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      464    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
      127    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 process.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:189(name)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        2    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.018    0.018    4.649    4.649 profile_gol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.002    0.002 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:92(contextlib_nullcontext)
        1    0.000    0.000    0.221    0.221 pyplot.py:1(<module>)
      200    0.000    0.000    0.000    0.000 pyplot.py:164(_copy_docstring_and_deprecators)
        1    0.000    0.000    0.004    0.004 quiver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
        1    0.000    0.000    0.000    0.000 quiver.py:443(Quiver)
        1    0.000    0.000    0.000    0.000 quiver.py:870(Barbs)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        4    0.000    0.000    0.000    0.000 random.py:119(__init__)
        2    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
    10001    0.003    0.000    0.004    0.000 random.py:239(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:292(randrange)
        1    0.000    0.000    0.000    0.000 random.py:366(randint)
    10000    0.002    0.000    0.006    0.000 random.py:375(choice)
        1    0.000    0.000    0.000    0.000 random.py:506(choices)
        1    0.000    0.000    0.000    0.000 random.py:519(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        2    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        2    0.000    0.000    0.000    0.000 random.py:840(seed)
        1    0.000    0.000    0.054    0.054 rcsetup.py:1(<module>)
       35    0.000    0.000    0.001    0.000 rcsetup.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1345(<dictcomp>)
      162    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
       13    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        2    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_dpi)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
      537    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
        5    0.000    0.000    0.000    0.000 rcsetup.py:212(_validate_pathlike)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
        1    0.000    0.000    0.000    0.000 rcsetup.py:256(_validate_toolbar)
        6    0.000    0.000    0.000    0.000 rcsetup.py:266(validate_color_or_inherit)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
      241    0.000    0.000    0.001    0.000 rcsetup.py:279(validate_color_for_prop_cycle)
        1    0.000    0.000    0.000    0.000 rcsetup.py:286(_validate_color_or_linecolor)
      409    0.000    0.000    0.002    0.000 rcsetup.py:307(validate_color)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
        2    0.000    0.000    0.000    0.000 rcsetup.py:341(validate_aspect)
        1    0.000    0.000    0.000    0.000 rcsetup.py:350(validate_fontsize_None)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
       10    0.000    0.000    0.000    0.000 rcsetup.py:374(validate_fontweight)
        2    0.000    0.000    0.000    0.000 rcsetup.py:387(validate_fontstretch)
       13    0.000    0.000    0.002    0.000 rcsetup.py:401(validate_font_properties)
        2    0.000    0.000    0.000    0.000 rcsetup.py:406(_validate_mathtext_fallback)
        2    0.000    0.000    0.000    0.000 rcsetup.py:421(validate_whiskers)
        2    0.000    0.000    0.000    0.000 rcsetup.py:432(validate_ps_distiller)
        2    0.000    0.000    0.000    0.000 rcsetup.py:441(_validate_papersize)
        2    0.000    0.000    0.000    0.000 rcsetup.py:445(<listcomp>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:462(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:543(validate_bbox)
        2    0.000    0.000    0.000    0.000 rcsetup.py:557(validate_sketch)
        5    0.000    0.000    0.000    0.000 rcsetup.py:568(_validate_greaterthan_minushalf)
        3    0.000    0.000    0.000    0.000 rcsetup.py:576(_validate_greaterequal0_lessequal1)
      201    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
        2    0.000    0.000    0.000    0.000 rcsetup.py:611(_validate_minor_tick_ndivs)
       30    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
       96    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
       18    0.000    0.000    0.001    0.000 rcsetup.py:662(cycler)
       36    0.000    0.000    0.000    0.000 rcsetup.py:744(<genexpr>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:747(_DunderChecker)
        2    0.000    0.000    0.000    0.000 rcsetup.py:765(_validate_legend_loc)
       18    0.000    0.000    0.003    0.000 rcsetup.py:799(validate_cycler)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:858(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 rcsetup.py:874(_ignorecase)
      316    0.000    0.000    0.000    0.000 rcsetup.py:878(_convert_validator_spec)
      111    0.000    0.000    0.002    0.000 rcsetup.py:88(f)
       76    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(<listcomp>)
      598    0.000    0.000    0.001    0.000 re.py:187(match)
     5770    0.002    0.000    0.024    0.000 re.py:197(search)
      456    0.000    0.000    0.001    0.000 re.py:202(sub)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
       68    0.000    0.000    0.014    0.000 re.py:249(compile)
